day,code,state,priority,paradigm,fwd6
20220104,000716,REJECT,IGNORE,consumer,-0.0338983050847456
20220104,000717,REJECT,IGNORE,cycle_manufacturing,-0.2348798921066652
20220104,000722,REJECT,IGNORE,defensive,0.5567848121028425
20220104,000731,REJECT,IGNORE,cycle_manufacturing,-0.080051329745574
20220104,000733,REJECT,IGNORE,tech_growth,0.1483212919677008
20220104,000738,REJECT,IGNORE,tech_growth,-0.0565000918669442
20220104,000739,REJECT,IGNORE,consumer,-0.3499678114043348
20220104,000751,REJECT,IGNORE,cycle_manufacturing,-0.1472081218274111
20220104,000761,REJECT,IGNORE,cycle_manufacturing,-0.0549907100027916
20220104,000766,REJECT,IGNORE,consumer,0.063008130081301
20220104,000778,REJECT,IGNORE,cycle_manufacturing,0.0691964285714286
20220104,000782,REJECT,IGNORE,cycle_manufacturing,-0.2617554858934169
20220104,000783,REJECT,IGNORE,defensive,-0.2248677248677247
20220104,000786,REJECT,IGNORE,cycle_manufacturing,0.0116683837050612
20220104,000788,REJECT,IGNORE,consumer,0.1045022731199261
20220104,000789,REJECT,IGNORE,cycle_manufacturing,-0.0519520077824172
20220104,000791,REJECT,IGNORE,defensive,-0.1543231684176615
20220104,000792,REJECT,IGNORE,cycle_manufacturing,-0.088757396449704
20220104,000799,REJECT,IGNORE,consumer,-0.1354146806482364
20220104,000800,REJECT,IGNORE,other,-0.033959053874115
20220104,000807,REJECT,IGNORE,cycle_manufacturing,-0.0895644869322648
20220104,000810,REJECT,IGNORE,consumer,0.5668639770884978
20220104,000811,REJECT,IGNORE,cycle_manufacturing,-0.3025012994397588
20220104,000813,REJECT,IGNORE,consumer,-0.1690821256038647
20220104,000823,REJECT,IGNORE,tech_growth,-0.2497956469328969
20220104,000825,REJECT,IGNORE,cycle_manufacturing,-0.2305826300284815
20220104,000830,REJECT,IGNORE,cycle_manufacturing,0.147831800262812
20220104,000837,REJECT,IGNORE,cycle_manufacturing,-0.1776251226692836
20220104,000848,REJECT,IGNORE,consumer,-0.1926298157453937
20220104,000850,REJECT,IGNORE,consumer,-0.2029288702928869
20220104,000858,REJECT,IGNORE,consumer,-0.0780192625591602
20220104,000859,REJECT,IGNORE,cycle_manufacturing,-0.0767548878934178
20220104,000862,REJECT,IGNORE,defensive,-0.2015677491601343
20220104,000869,REJECT,IGNORE,consumer,-0.1105783637998202
20220104,000875,REJECT,IGNORE,defensive,-0.1591173054587689
20220104,000883,REJECT,IGNORE,defensive,-0.0038387715930902
20220104,000895,REJECT,IGNORE,consumer,-0.0600544467044835
20220104,000898,REJECT,IGNORE,cycle_manufacturing,-0.1047941348754699
20220104,000902,REJECT,IGNORE,cycle_manufacturing,0.0486932473360004
20220104,000912,REJECT,IGNORE,cycle_manufacturing,-0.1972891566265059
20220104,000913,REJECT,IGNORE,other,0.2195804195804196
20220104,000915,REJECT,IGNORE,consumer,0.3622598725004635
20220104,000919,REJECT,IGNORE,consumer,-0.0549313358302121
20220104,000920,REJECT,IGNORE,cycle_manufacturing,-0.2233009708737864
20220104,000923,REJECT,IGNORE,cycle_manufacturing,-0.0568165313427575
20220104,000930,REJECT,IGNORE,consumer,-0.164246445899427
20220104,000932,REJECT,IGNORE,cycle_manufacturing,0.0473707409931234
20220104,000935,REJECT,IGNORE,defensive,-0.0197652121526331
20220104,000949,REJECT,IGNORE,cycle_manufacturing,-0.3399540775483693
20220104,000951,REJECT,IGNORE,other,-0.1233619767280178
20220104,000959,REJECT,IGNORE,cycle_manufacturing,-0.1810344827586206
20220104,000960,REJECT,IGNORE,cycle_manufacturing,-0.1113097190991424
20220104,000962,REJECT,IGNORE,cycle_manufacturing,-0.11346316680779
20220104,000963,REJECT,IGNORE,consumer,0.0671285835480963
20220104,000966,REJECT,IGNORE,defensive,-0.1639566395663956
20220104,000968,REJECT,IGNORE,cycle_manufacturing,0.1023454157782515
20220104,000969,REJECT,IGNORE,cycle_manufacturing,-0.1685393258426967
20220104,000973,REJECT,IGNORE,cycle_manufacturing,-0.1198802392184487
20220104,000975,REJECT,IGNORE,cycle_manufacturing,0.1220073241201866
20220104,000980,REJECT,IGNORE,other,-0.4662668665667167
20220104,000989,REJECT,IGNORE,consumer,-0.2084927790796826
20220104,000997,REJECT,IGNORE,tech_growth,-0.2741935483870968
20220104,001201,REJECT,IGNORE,consumer,0.2133093879229692
20220104,001205,REJECT,IGNORE,defensive,0.0672414904545886
20220104,001207,REJECT,IGNORE,cycle_manufacturing,-0.1939007737824306
20220104,001213,REJECT,IGNORE,defensive,-0.1924928627182655
20220104,001215,REJECT,IGNORE,consumer,-0.0647474795998039
20220104,001216,REJECT,IGNORE,other,-0.2649680152304215
20220104,001217,REJECT,IGNORE,cycle_manufacturing,-0.2815045026517558
20220104,001218,REJECT,IGNORE,cycle_manufacturing,-0.2392226022089814
20220104,001219,REJECT,IGNORE,consumer,-0.0808497040808101
20220104,001317,REJECT,IGNORE,defensive,-0.4063635522102156
20220104,002003,REJECT,IGNORE,consumer,-0.0294900732421903
20220104,002006,REJECT,IGNORE,cycle_manufacturing,0.1769115442278859
20220104,002007,REJECT,IGNORE,consumer,-0.2069043377872411
20220104,002008,REJECT,IGNORE,cycle_manufacturing,-0.3600961246208934
20220104,002011,REJECT,IGNORE,consumer,-0.002360346184107
20220104,002015,REJECT,IGNORE,defensive,0.0319175754341678
20220104,002020,REJECT,IGNORE,consumer,-0.0316039393583444
20220104,002022,REJECT,IGNORE,consumer,-0.4577417173766058
20220104,002026,REJECT,IGNORE,cycle_manufacturing,-0.3192398625987201
20220104,002027,REJECT,IGNORE,tech_growth,-0.2211764705882353
20220104,002030,REJECT,IGNORE,consumer,-0.0947676415013409
20220104,002031,REJECT,IGNORE,cycle_manufacturing,0.6605504587155964
20220104,002032,REJECT,IGNORE,consumer,-0.072926095010416
20220104,002034,REJECT,IGNORE,other,0.1693622671187256
20220104,002035,REJECT,IGNORE,consumer,-0.0625067111557264
20220104,002036,REJECT,IGNORE,tech_growth,-0.3540856031128405
20220104,002038,REJECT,IGNORE,consumer,-0.1031090532865033
20220104,002039,REJECT,IGNORE,defensive,3.173605098050203e-05
20220104,002041,REJECT,IGNORE,consumer,-0.18888419640627
20220104,002043,REJECT,IGNORE,cycle_manufacturing,0.0393440802797528
20220104,002045,REJECT,IGNORE,tech_growth,-0.4510058403634003
20220104,002048,REJECT,IGNORE,other,-0.2535189530238579
20220104,002049,REJECT,IGNORE,tech_growth,-0.115261519575606
20220104,002050,REJECT,IGNORE,consumer,0.06873225362402
20220104,002053,REJECT,IGNORE,defensive,0.3455040718588629
20220104,002056,REJECT,IGNORE,other,0.4358451822899893
20220104,002064,REJECT,IGNORE,cycle_manufacturing,-0.1713734866037846
20220104,002067,REJECT,IGNORE,other,-0.0825242718446601
20220104,002068,REJECT,IGNORE,cycle_manufacturing,0.4494274809160303
20220104,002073,REJECT,IGNORE,cycle_manufacturing,-0.0549169859514686
20220104,002075,REJECT,IGNORE,cycle_manufacturing,-0.1698077624570461
20220104,002077,REJECT,IGNORE,tech_growth,-0.0767263427109975
20220104,002079,REJECT,IGNORE,other,9.00813534518985e-05
20220104,002084,REJECT,IGNORE,other,-0.2180927041030668
20220104,002088,REJECT,IGNORE,cycle_manufacturing,-0.1157606570199452
20220104,002097,REJECT,IGNORE,cycle_manufacturing,-0.2718846549948507
20220104,002101,REJECT,IGNORE,other,1.1110124333925402
20220104,002105,REJECT,IGNORE,other,-0.2732079812738541
20220104,002106,REJECT,IGNORE,tech_growth,-0.2883510640346268
20220104,002108,REJECT,IGNORE,cycle_manufacturing,-0.2171875148628811
20220104,002110,REJECT,IGNORE,cycle_manufacturing,-0.0067605734369349
20220104,002114,REJECT,IGNORE,cycle_manufacturing,-0.1576413959085439
20220104,002119,REJECT,IGNORE,tech_growth,-0.1735274011333066
20220104,002120,REJECT,IGNORE,defensive,-0.1983082706766915
20220104,002125,REJECT,IGNORE,other,0.5684706925466527
20220104,002136,REJECT,IGNORE,cycle_manufacturing,-0.0317071791976101
20220104,002137,REJECT,IGNORE,tech_growth,-0.1844660194174757
20220104,002138,REJECT,IGNORE,tech_growth,-0.2835156836639048
20220104,002140,REJECT,IGNORE,other,-0.2476495758656467
20220104,002141,REJECT,IGNORE,consumer,-0.1421647819063005
20220104,002142,REJECT,IGNORE,defensive,-0.0490716180371352
20220104,002145,REJECT,IGNORE,cycle_manufacturing,-0.1591334553169388
20220104,002148,REJECT,IGNORE,tech_growth,-0.128390596745027
20220104,002151,REJECT,IGNORE,tech_growth,-0.1992503206509484
20220104,002154,REJECT,IGNORE,consumer,-0.1067043478840793
20220104,002155,REJECT,IGNORE,cycle_manufacturing,0.1625746609439855
20220104,002158,REJECT,IGNORE,cycle_manufacturing,-0.0759183617908001
20220104,002165,REJECT,IGNORE,cycle_manufacturing,-0.2399468601013935
20220104,002166,REJECT,IGNORE,cycle_manufacturing,0.4080996884735202
20220104,002167,REJECT,IGNORE,cycle_manufacturing,-0.0771175726927939
20220104,002179,REJECT,IGNORE,tech_growth,-0.1003035158288534
20220104,002182,REJECT,IGNORE,cycle_manufacturing,0.1074307104952214
20220104,002184,REJECT,IGNORE,cycle_manufacturing,-0.1896193771626297
20220104,002191,REJECT,IGNORE,other,-0.3382751806932731
20220104,002192,REJECT,IGNORE,cycle_manufacturing,0.3428571428571427
20220104,002194,REJECT,IGNORE,tech_growth,-0.0736225036318326
20220104,002195,REJECT,IGNORE,tech_growth,-0.128333634595125
20220104,002201,REJECT,IGNORE,cycle_manufacturing,0.2938912938912938
20220104,002204,REJECT,IGNORE,cycle_manufacturing,0.0808988764044944
20220104,002216,REJECT,IGNORE,consumer,-0.0387277801888071
20220104,002217,REJECT,IGNORE,tech_growth,-0.1271186440677966
20220104,002218,REJECT,IGNORE,defensive,-0.1483679525222551
20220104,002221,REJECT,IGNORE,cycle_manufacturing,-0.2185483870967742
20220104,002222,REJECT,IGNORE,tech_growth,-0.1269671070837328
20220104,002223,REJECT,IGNORE,consumer,-0.2845537008524615
20220104,002233,REJECT,IGNORE,cycle_manufacturing,-0.1249689565051664
20220104,002234,REJECT,IGNORE,consumer,-0.0504009163802979
20220104,002235,REJECT,IGNORE,other,-0.1675579322638146
20220104,002237,REJECT,IGNORE,cycle_manufacturing,-0.1667036168743733
20220104,002239,REJECT,IGNORE,other,-0.130081300813008
20220104,002241,REJECT,IGNORE,tech_growth,-0.4084426097053637
20220104,002245,REJECT,IGNORE,other,-0.0864273193356665
20220104,002248,REJECT,IGNORE,cycle_manufacturing,-0.168388429752066
20220104,002249,REJECT,IGNORE,other,-0.2971098265895953
20220104,002254,REJECT,IGNORE,cycle_manufacturing,-0.1155881117245819
20220104,002262,REJECT,IGNORE,consumer,-0.1338198507738425
20220104,002263,REJECT,IGNORE,cycle_manufacturing,-0.1691542288557213
20220104,002267,REJECT,IGNORE,defensive,-0.0285143328336791
20220104,002270,REJECT,IGNORE,other,-0.1147795287892217
20220104,002273,REJECT,IGNORE,tech_growth,-0.316898263142679
20220104,002274,REJECT,IGNORE,cycle_manufacturing,-0.1884740554641857
20220104,002281,REJECT,IGNORE,tech_growth,-0.2546914018960313
20220104,002283,REJECT,IGNORE,other,-0.252513966480447
20220104,002284,REJECT,IGNORE,other,-0.194994597218678
20220104,002285,REJECT,IGNORE,defensive,-0.1979949874686717
20220104,002286,REJECT,IGNORE,consumer,-0.1807563367134047
20220104,002287,REJECT,IGNORE,consumer,-0.1841432225063939
20220104,002293,REJECT,IGNORE,consumer,-0.0933878663940013
20220104,002294,REJECT,IGNORE,consumer,0.0069431751092701
20220104,002297,REJECT,IGNORE,tech_growth,-0.2235179786200193
20220104,002301,REJECT,IGNORE,other,-0.2337209302325582
20220104,002304,REJECT,IGNORE,consumer,0.1390304659237047
20220104,002315,REJECT,IGNORE,consumer,-0.1535845859666231
20220104,002318,REJECT,IGNORE,cycle_manufacturing,-0.0554523786280291
20220104,002326,REJECT,IGNORE,cycle_manufacturing,-0.3263492388746861
20220104,002328,REJECT,IGNORE,other,-0.0339328034909505
20220104,002329,REJECT,IGNORE,consumer,0.3598233995584989
20220104,002332,REJECT,IGNORE,consumer,-0.2694449723497837
20220104,002334,REJECT,IGNORE,cycle_manufacturing,-0.1521739130434782
20220104,002346,REJECT,IGNORE,other,-0.3165843982507427
20220104,002349,REJECT,IGNORE,consumer,0.1859166917822032
20220104,002351,REJECT,IGNORE,tech_growth,-0.2770540175584191
20220104,002356,REJECT,IGNORE,consumer,0.0095602294455066
20220104,002365,REJECT,IGNORE,consumer,0.137418755803157
20220104,002369,REJECT,IGNORE,tech_growth,-0.424124513618677
20220104,002371,REJECT,IGNORE,tech_growth,-0.106210392902408
20220104,002372,REJECT,IGNORE,cycle_manufacturing,0.043605526427868
20220104,002378,REJECT,IGNORE,cycle_manufacturing,-0.0223383507690516
20220104,002379,REJECT,IGNORE,cycle_manufacturing,0.1242424242424242
20220104,002390,REJECT,IGNORE,consumer,-0.0293565167260031
20220104,002391,REJECT,IGNORE,cycle_manufacturing,-0.0994543211339115
20220104,002398,REJECT,IGNORE,cycle_manufacturing,-0.1232160912629696
20220104,002410,REJECT,IGNORE,tech_growth,-0.1561776281473793
20220104,002414,REJECT,IGNORE,tech_growth,-0.240417613936268
20220104,002415,REJECT,IGNORE,tech_growth,-0.2974143624874882
20220104,002416,REJECT,IGNORE,consumer,-0.142819039811785
20220104,002418,REJECT,IGNORE,consumer,-0.1424936386768448
20220104,002422,REJECT,IGNORE,consumer,-0.0078241986995325
20220104,002428,REJECT,IGNORE,cycle_manufacturing,0.0353327855382086
20220104,002429,REJECT,IGNORE,consumer,-0.2262626262626262
20220104,002440,REJECT,IGNORE,cycle_manufacturing,-0.132324693653692
20220104,002442,REJECT,IGNORE,cycle_manufacturing,-0.137970780918648
20220104,002444,REJECT,IGNORE,cycle_manufacturing,-0.409164770880728
20220104,002448,REJECT,IGNORE,other,0.019926627752427
20220104,002449,REJECT,IGNORE,tech_growth,-0.245087037011765
20220104,002452,REJECT,IGNORE,other,-0.320547006050748
20220104,002453,REJECT,IGNORE,cycle_manufacturing,-0.2
20220104,002454,REJECT,IGNORE,other,0.4132857433442143
20220104,002455,REJECT,IGNORE,cycle_manufacturing,-0.0795599636463475
20220104,002459,REJECT,IGNORE,other,0.1614842234144897
20220104,002461,REJECT,IGNORE,consumer,-0.0697085704670736
20220104,002463,REJECT,IGNORE,tech_growth,-0.0995580452397637
20220104,002469,REJECT,IGNORE,other,-0.1622113036684352
20220104,002479,REJECT,IGNORE,defensive,-0.1794538054002084
20220104,002481,REJECT,IGNORE,consumer,-0.0675675675675676
20220104,002483,REJECT,IGNORE,cycle_manufacturing,-0.2385428907168038
20220104,002484,REJECT,IGNORE,tech_growth,-0.0849771476659281
20220104,002487,REJECT,IGNORE,other,0.1133440514469454
20220104,002492,REJECT,IGNORE,defensive,-0.0222887108622842
20220104,002493,REJECT,IGNORE,cycle_manufacturing,-0.14134083978443
20220104,002497,REJECT,IGNORE,cycle_manufacturing,0.2332222931064473
20220104,002498,REJECT,IGNORE,other,-0.180352545796015
20220104,002500,REJECT,IGNORE,defensive,-0.1356493953522891
20220104,002507,REJECT,IGNORE,consumer,-0.0830884219165758
20220104,002508,REJECT,IGNORE,consumer,-0.0059275627559363
20220104,002510,REJECT,IGNORE,other,-0.1397849462365591
20220104,002511,REJECT,IGNORE,consumer,-0.248650221382997
20220104,002516,REJECT,IGNORE,other,-0.1814775570066237
20220104,002517,REJECT,IGNORE,tech_growth,-0.099025974025974
20220104,002518,REJECT,IGNORE,other,0.2092247407614973
20220104,002521,REJECT,IGNORE,other,-0.1501554858285948
20220104,002522,REJECT,IGNORE,cycle_manufacturing,-0.2155927909633893
20220104,002526,REJECT,IGNORE,cycle_manufacturing,-0.0204081632653061
20220104,002527,REJECT,IGNORE,cycle_manufacturing,-0.184251750544049
20220104,002534,REJECT,IGNORE,other,-0.4870366530363684
20220104,002536,REJECT,IGNORE,other,-0.2432311812918222
20220104,002545,REJECT,IGNORE,cycle_manufacturing,0.1967044284243047
20220104,002549,REJECT,IGNORE,cycle_manufacturing,0.0980889444501105
20220104,002555,REJECT,IGNORE,tech_growth,-0.2456917159659449
20220104,002557,REJECT,IGNORE,consumer,-0.1016066776192518
20220104,002558,REJECT,IGNORE,tech_growth,-0.3003690525267559
20220104,002563,REJECT,IGNORE,consumer,-0.157835253995049
20220104,002568,REJECT,IGNORE,consumer,-0.2513885511114354
20220104,002570,REJECT,IGNORE,consumer,-0.0573613766730403
20220104,002571,REJECT,IGNORE,other,0.0027816411682892
20220104,002576,REJECT,IGNORE,other,-0.1904191616766467
20220104,002584,REJECT,IGNORE,tech_growth,-0.2787307032590053
20220104,002585,REJECT,IGNORE,cycle_manufacturing,-0.2965777371207956
20220104,002603,REJECT,IGNORE,consumer,0.1744471744471745
20220104,002605,REJECT,IGNORE,tech_growth,-0.3175
20220104,002606,REJECT,IGNORE,other,-0.0921892867609917
20220104,002611,REJECT,IGNORE,cycle_manufacturing,-0.1471631205673759
20220104,002613,REJECT,IGNORE,cycle_manufacturing,0.5989304812834226
20220104,002623,REJECT,IGNORE,other,0.1881548871469733
20220104,002624,REJECT,IGNORE,tech_growth,-0.2561898560463093
20220104,002627,REJECT,IGNORE,consumer,0.0744101633393827
20220104,002632,REJECT,IGNORE,cycle_manufacturing,-0.2023994174661438
20220104,002636,REJECT,IGNORE,tech_growth,-0.3775989268947015
20220104,002637,REJECT,IGNORE,cycle_manufacturing,-0.1803852770025559
20220104,002641,REJECT,IGNORE,cycle_manufacturing,-0.1140241758696281
20220104,002649,REJECT,IGNORE,tech_growth,-0.1264430757363647
20220104,002651,REJECT,IGNORE,tech_growth,-0.4081163859111791
20220104,002655,REJECT,IGNORE,tech_growth,-0.2205263157894736
20220104,002658,REJECT,IGNORE,other,-0.073104535018461
20220104,002661,REJECT,IGNORE,consumer,-0.0467914501678867
20220104,002662,REJECT,IGNORE,other,-0.1886363636363636
20220104,002664,REJECT,IGNORE,other,-0.0625511902030774
20220104,002666,REJECT,IGNORE,cycle_manufacturing,-0.0669014084507043
20220104,002670,REJECT,IGNORE,defensive,-0.004149377593361
20220104,002677,REJECT,IGNORE,consumer,-0.1126604887582063
20220104,002690,REJECT,IGNORE,cycle_manufacturing,-0.2327723457039184
20220104,002695,REJECT,IGNORE,consumer,-0.2553404163759535
20220104,002697,REJECT,IGNORE,consumer,-0.1282323208025683
20220104,002698,REJECT,IGNORE,cycle_manufacturing,-0.0850842422164593
20220104,002703,REJECT,IGNORE,other,1.3828483920367538
20220104,002706,REJECT,IGNORE,other,-0.1128031584884377
20220104,002714,REJECT,IGNORE,consumer,-0.0264847653711984
20220104,002716,REJECT,IGNORE,cycle_manufacturing,-0.1507692307692308
20220104,002725,REJECT,IGNORE,other,-0.0401305470606274
20220104,002730,REJECT,IGNORE,cycle_manufacturing,-0.2858478966537936
20220104,002732,REJECT,IGNORE,consumer,-0.2657111356119073
20220104,002737,REJECT,IGNORE,consumer,-0.0269545630286756
20220104,002738,REJECT,IGNORE,cycle_manufacturing,1.0952207945818166
20220104,002745,REJECT,IGNORE,tech_growth,-0.3415524705770456
20220104,002746,REJECT,IGNORE,consumer,-0.0041451935225526
20220104,002748,REJECT,IGNORE,cycle_manufacturing,0.3148636763412487
20220104,002753,REJECT,IGNORE,cycle_manufacturing,-0.0348099294121141
20220104,002756,REJECT,IGNORE,cycle_manufacturing,0.1522349259811495
20220104,002760,REJECT,IGNORE,cycle_manufacturing,-0.2490118577075099
20220104,002763,REJECT,IGNORE,consumer,-0.2623906705539358
20220104,002790,REJECT,IGNORE,other,-0.1323851475550268
20220104,002797,REJECT,IGNORE,defensive,-0.1116990416562559
20220104,002798,REJECT,IGNORE,other,-0.3729328660594819
20220104,002799,REJECT,IGNORE,other,-0.1127760252365929
20220104,002801,REJECT,IGNORE,other,0.5198461639946652
20220104,002803,REJECT,IGNORE,consumer,-0.4376873661670235
20220104,002815,REJECT,IGNORE,tech_growth,-0.2334140072675933
20220104,002821,REJECT,IGNORE,consumer,-0.274508301404853
20220104,002824,REJECT,IGNORE,cycle_manufacturing,0.233997613619822
20220104,002828,REJECT,IGNORE,cycle_manufacturing,-0.2060320135296764
20220104,002832,REJECT,IGNORE,consumer,-0.0271974773354355
20220104,002833,REJECT,IGNORE,cycle_manufacturing,-0.2505228350662579
20220104,002839,REJECT,IGNORE,defensive,0.114657887967569
20220104,002842,REJECT,IGNORE,cycle_manufacturing,-0.0928037680691524
20220104,002845,REJECT,IGNORE,tech_growth,-0.3653717347622237
20220104,002847,REJECT,IGNORE,consumer,0.0323893471977831
20220104,002850,REJECT,IGNORE,other,0.0149144906721045
20220104,002858,REJECT,IGNORE,consumer,-0.2671029149315882
20220104,002860,REJECT,IGNORE,consumer,-0.1621905058802834
20220104,002866,REJECT,IGNORE,tech_growth,0.8482102849021382
20220104,002876,REJECT,IGNORE,tech_growth,-0.3499757658405146
20220104,002884,REJECT,IGNORE,cycle_manufacturing,-0.2216636952770075
20220104,002886,REJECT,IGNORE,cycle_manufacturing,-0.2242599826621001
20220104,002895,REJECT,IGNORE,cycle_manufacturing,0.4641912762685316
20220104,002901,REJECT,IGNORE,consumer,-0.2310032200985337
20220104,002906,REJECT,IGNORE,other,-0.0997242282442483
20220104,002910,REJECT,IGNORE,consumer,-0.0570469798657718
20220104,002913,REJECT,IGNORE,tech_growth,-0.174501917712782
20220104,002915,REJECT,IGNORE,cycle_manufacturing,-0.0893350277099168
20220104,002916,REJECT,IGNORE,tech_growth,-0.2254805278983643
20220104,002920,REJECT,IGNORE,tech_growth,0.1310345288082461
20220104,002928,REJECT,IGNORE,defensive,-0.1360808709175739
20220104,002930,REJECT,IGNORE,defensive,-0.2025850154563994
20220104,002933,REJECT,IGNORE,tech_growth,-0.2011669908307862
20220104,002937,REJECT,IGNORE,other,-0.0699401473197715
20220104,002938,REJECT,IGNORE,tech_growth,-0.2942471232922901
20220104,002939,REJECT,IGNORE,defensive,-0.2090945330814476
20220104,002945,REJECT,IGNORE,defensive,0.1639555072483582
20220104,002946,REJECT,IGNORE,consumer,-0.1934192201627137
20220104,002947,REJECT,IGNORE,tech_growth,-0.3380733101897597
20220104,002950,REJECT,IGNORE,consumer,-0.1939646656428693
20220104,002957,REJECT,IGNORE,cycle_manufacturing,-0.3473127035830619
20220104,002958,REJECT,IGNORE,defensive,-0.1491002570694087
20220104,002966,REJECT,IGNORE,defensive,0.0287509414310456
20220104,002971,REJECT,IGNORE,cycle_manufacturing,-0.0501875686322736
20220104,002975,REJECT,IGNORE,cycle_manufacturing,-0.4162085615506127
20220104,002978,REJECT,IGNORE,cycle_manufacturing,-0.0418914712720761
20220104,002979,REJECT,IGNORE,cycle_manufacturing,-0.2166751662570716
20220104,002984,REJECT,IGNORE,other,-0.1652712691402117
20220104,002985,REJECT,IGNORE,tech_growth,-0.4105574521841965
20220104,002991,REJECT,IGNORE,consumer,-0.094216441638238
20220104,002993,REJECT,IGNORE,tech_growth,0.0774982258887408
20220104,002997,REJECT,IGNORE,other,-0.0350408601928322
20220104,003000,REJECT,IGNORE,consumer,-0.1963721036078257
20220104,003006,REJECT,IGNORE,consumer,-0.3358048555177041
20220104,003012,REJECT,IGNORE,other,-0.3659996305124449
20220104,003015,REJECT,IGNORE,tech_growth,-0.1957337632352903
